"Ober, Christopher K.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000265740600006","WOS","http://scholars.cornell.edu/individual/UR-391569","Solid state NMR investigation of photoresist molecular glasses including blend behavior with a photoacid generator","10.1039/b816290e","2009"
"Resnick, Sidney I.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000254978900006","WOS","http://scholars.cornell.edu/individual/UR-362678","The Pareto copula, aggregation of risks, and the Emperor's socks","10.1239/jap/1208358952","2008"
"Klueppelberg, Claudia","Tech Univ Munich","null","GERMANY","null","null","WOS:000254978900006","WOS","http://scholars.cornell.edu/individual/UR-362678","The Pareto copula, aggregation of risks, and the Emperor's socks","10.1239/jap/1208358952","2008"
"Larsen, MF","Clemson University","https://www.grid.ac/institutes/grid.26090.3d","UNITED STATES","MS","null","WOS:000224639700020","WOS","http://scholars.cornell.edu/individual/UR-319499","Common volume coherent and incoherent scatter radar observations of mid-latitude sporadic E-layers and QP echoes","null","2004"
"Zhou, QH","Miami University","https://www.grid.ac/institutes/grid.259956.4","UNITED STATES","OH","null","WOS:000224639700020","WOS","http://scholars.cornell.edu/individual/UR-319499","Common volume coherent and incoherent scatter radar observations of mid-latitude sporadic E-layers and QP echoes","null","2004"
"Hysell, DL","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","null","WOS:000224639700020","WOS","http://scholars.cornell.edu/individual/UR-319499","Common volume coherent and incoherent scatter radar observations of mid-latitude sporadic E-layers and QP echoes","null","2004"
"Kress-Gazit, Hadas","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000347692000006","WOS","http://scholars.cornell.edu/individual/UR-395124","Provably correct reactive control from natural language","10.1007/s10514-014-9418-8","2015"
"Raman, Vasumathi","CALTECH","null","UNITED STATES","CA","null","WOS:000347692000006","WOS","http://scholars.cornell.edu/individual/UR-395124","Provably correct reactive control from natural language","10.1007/s10514-014-9418-8","2015"
"Marcus, Mitchell","Univ Penn","null","UNITED STATES","PA","null","WOS:000347692000006","WOS","http://scholars.cornell.edu/individual/UR-395124","Provably correct reactive control from natural language","10.1007/s10514-014-9418-8","2015"
"Lignos, Constantine","Univ Penn","null","UNITED STATES","PA","null","WOS:000347692000006","WOS","http://scholars.cornell.edu/individual/UR-395124","Provably correct reactive control from natural language","10.1007/s10514-014-9418-8","2015"
"Finucane, Cameron","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000347692000006","WOS","http://scholars.cornell.edu/individual/UR-395124","Provably correct reactive control from natural language","10.1007/s10514-014-9418-8","2015"
"TOON, OB","CORNELL UNIV","null","UNITED STATES","NY","null","WOS:A1979GH07000011","WOS","http://scholars.cornell.edu/individual/UR-252464","PAST OBLIQUITY OSCILLATIONS OF MARS - ROLE OF THE THARSIS UPLIFT","10.1029/JB084iB01p00243","1979"
"WARD, WR","HARVARD COLL OBSERV","null","UNITED STATES","ID","null","WOS:A1979GH07000011","WOS","http://scholars.cornell.edu/individual/UR-252464","PAST OBLIQUITY OSCILLATIONS OF MARS - ROLE OF THE THARSIS UPLIFT","10.1029/JB084iB01p00243","1979"
"BURNS, JA","CORNELL UNIV","null","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:A1979GH07000011","WOS","http://scholars.cornell.edu/individual/UR-252464","PAST OBLIQUITY OSCILLATIONS OF MARS - ROLE OF THE THARSIS UPLIFT","10.1029/JB084iB01p00243","1979"
"Wise, Frank W.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","null","WOS:000260506400028","WOS","http://scholars.cornell.edu/individual/UR-370089","Spectral filtering for high-energy mode-locking in normal dispersion fiber lasers","10.1364/JOSAB.25.001763","2008"
"Chong, Andy","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","null","WOS:000260506400028","WOS","http://scholars.cornell.edu/individual/UR-370089","Spectral filtering for high-energy mode-locking in normal dispersion fiber lasers","10.1364/JOSAB.25.001763","2008"
"Renninger, William H.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","null","WOS:000260506400028","WOS","http://scholars.cornell.edu/individual/UR-370089","Spectral filtering for high-energy mode-locking in normal dispersion fiber lasers","10.1364/JOSAB.25.001763","2008"
"Bale, Brandon G.","University of Washington","https://www.grid.ac/institutes/grid.34477.33","UNITED STATES","WA","null","WOS:000260506400028","WOS","http://scholars.cornell.edu/individual/UR-370089","Spectral filtering for high-energy mode-locking in normal dispersion fiber lasers","10.1364/JOSAB.25.001763","2008"
"Kutz, J. Nathan","University of Washington","https://www.grid.ac/institutes/grid.34477.33","UNITED STATES","WA","null","WOS:000260506400028","WOS","http://scholars.cornell.edu/individual/UR-370089","Spectral filtering for high-energy mode-locking in normal dispersion fiber lasers","10.1364/JOSAB.25.001763","2008"
"Zhuang, Houlong L.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000330431000064","WOS","http://scholars.cornell.edu/individual/UR-313868","Computational prediction and characterization of single-layer CrS2","10.1063/1.4861659","2014"
"Johannes, Michelle D.","Naval Res Lab","null","UNITED STATES","DC","null","WOS:000330431000064","WOS","http://scholars.cornell.edu/individual/UR-313868","Computational prediction and characterization of single-layer CrS2","10.1063/1.4861659","2014"
"Johannes, Michelle D.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000330431000064","WOS","http://scholars.cornell.edu/individual/UR-313868","Computational prediction and characterization of single-layer CrS2","10.1063/1.4861659","2014"
"Blonsky, Michael N.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000330431000064","WOS","http://scholars.cornell.edu/individual/UR-313868","Computational prediction and characterization of single-layer CrS2","10.1063/1.4861659","2014"
"Hennig, Richard G.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000330431000064","WOS","http://scholars.cornell.edu/individual/UR-313868","Computational prediction and characterization of single-layer CrS2","10.1063/1.4861659","2014"
"Bonassar, Lawrence J.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000335987200006","WOS","http://scholars.cornell.edu/individual/UR-8251","Computed Tomography-Guided Tissue Engineering of Upper Airway Cartilage","10.1089/ten.tec.2013.0216","2014"
"Bonassar, Lawrence J.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000335987200006","WOS","http://scholars.cornell.edu/individual/UR-8251","Computed Tomography-Guided Tissue Engineering of Upper Airway Cartilage","10.1089/ten.tec.2013.0216","2014"
"Ducharme, Norm G.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF VETERINARY MEDICINE","WOS:000335987200006","WOS","http://scholars.cornell.edu/individual/UR-8251","Computed Tomography-Guided Tissue Engineering of Upper Airway Cartilage","10.1089/ten.tec.2013.0216","2014"
"Brown, Bryan N.","University of Pittsburgh","https://www.grid.ac/institutes/grid.21925.3d","UNITED STATES","PA","null","WOS:000335987200006","WOS","http://scholars.cornell.edu/individual/UR-8251","Computed Tomography-Guided Tissue Engineering of Upper Airway Cartilage","10.1089/ten.tec.2013.0216","2014"
"Brown, Bryan N.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF VETERINARY MEDICINE","WOS:000335987200006","WOS","http://scholars.cornell.edu/individual/UR-8251","Computed Tomography-Guided Tissue Engineering of Upper Airway Cartilage","10.1089/ten.tec.2013.0216","2014"
"Brown, Bryan N.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000335987200006","WOS","http://scholars.cornell.edu/individual/UR-8251","Computed Tomography-Guided Tissue Engineering of Upper Airway Cartilage","10.1089/ten.tec.2013.0216","2014"
"Siebenlist, Nicholas J.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000335987200006","WOS","http://scholars.cornell.edu/individual/UR-8251","Computed Tomography-Guided Tissue Engineering of Upper Airway Cartilage","10.1089/ten.tec.2013.0216","2014"
"Rawlinson, Jeremy J.","Medtronic Inc","null","UNITED STATES","HI","null","WOS:000335987200006","WOS","http://scholars.cornell.edu/individual/UR-8251","Computed Tomography-Guided Tissue Engineering of Upper Airway Cartilage","10.1089/ten.tec.2013.0216","2014"
"Cheetham, Jonathan","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF VETERINARY MEDICINE","WOS:000335987200006","WOS","http://scholars.cornell.edu/individual/UR-8251","Computed Tomography-Guided Tissue Engineering of Upper Airway Cartilage","10.1089/ten.tec.2013.0216","2014"
"Rawlinson, Jeremy J.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF VETERINARY MEDICINE","WOS:000335987200006","WOS","http://scholars.cornell.edu/individual/UR-8251","Computed Tomography-Guided Tissue Engineering of Upper Airway Cartilage","10.1089/ten.tec.2013.0216","2014"
"Butcher, Jonathan T.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000299414700002","WOS","http://scholars.cornell.edu/individual/UR-52638","Cardiac developmental toxicity","10.1002/bdrc.20219","2011"
"Mahler, Gretchen J.","SUNY Binghamton","null","UNITED STATES","NY","null","WOS:000299414700002","WOS","http://scholars.cornell.edu/individual/UR-52638","Cardiac developmental toxicity","10.1002/bdrc.20219","2011"
"Resnick, SI","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000238756300005","WOS","http://scholars.cornell.edu/individual/UR-362671","Data network models of burstiness","10.1239/aap/1151337076","2006"
"D'Auria, B","EURANDOM","null","NETHERLANDS","null","null","WOS:000238756300005","WOS","http://scholars.cornell.edu/individual/UR-362671","Data network models of burstiness","10.1239/aap/1151337076","2006"
"Henschke, Claudia I.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","Weill Cornell Medical College","WOS:000278478700010","WOS","http://scholars.cornell.edu/individual/UR-261002","Variation in vascular distribution in small lung cancers","10.1016/j.lungcan.2009.07.006","2010"
"Reeves, Anthony P.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000278478700010","WOS","http://scholars.cornell.edu/individual/UR-261002","Variation in vascular distribution in small lung cancers","10.1016/j.lungcan.2009.07.006","2010"
"Carter, Darryl","Yale University","https://www.grid.ac/institutes/grid.47100.32","UNITED STATES","CT","null","WOS:000278478700010","WOS","http://scholars.cornell.edu/individual/UR-261002","Variation in vascular distribution in small lung cancers","10.1016/j.lungcan.2009.07.006","2010"
"Yankelevitz, David F.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","Weill Cornell Medical College","WOS:000278478700010","WOS","http://scholars.cornell.edu/individual/UR-261002","Variation in vascular distribution in small lung cancers","10.1016/j.lungcan.2009.07.006","2010"
"Vazquez, Madeline F.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","Weill Cornell Medical College","WOS:000278478700010","WOS","http://scholars.cornell.edu/individual/UR-261002","Variation in vascular distribution in small lung cancers","10.1016/j.lungcan.2009.07.006","2010"
"Zhang, Lijuan","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","Weill Cornell Medical College","WOS:000278478700010","WOS","http://scholars.cornell.edu/individual/UR-261002","Variation in vascular distribution in small lung cancers","10.1016/j.lungcan.2009.07.006","2010"
"Allmendinger, Richard W.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000272640400011","WOS","http://scholars.cornell.edu/individual/UR-235642","From decades to epochs: Spanning the gap between geodesy and structural geology of active mountain belts","10.1016/j.jsg.2009.08.008","2009"
"Pritchard, Matthew E.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000272640400011","WOS","http://scholars.cornell.edu/individual/UR-235642","From decades to epochs: Spanning the gap between geodesy and structural geology of active mountain belts","10.1016/j.jsg.2009.08.008","2009"
"Loveless, John P.","Harvard University","https://www.grid.ac/institutes/grid.38142.3c","UNITED STATES","MA","null","WOS:000272640400011","WOS","http://scholars.cornell.edu/individual/UR-235642","From decades to epochs: Spanning the gap between geodesy and structural geology of active mountain belts","10.1016/j.jsg.2009.08.008","2009"
"Meade, Brendan","Harvard University","https://www.grid.ac/institutes/grid.38142.3c","UNITED STATES","MA","null","WOS:000272640400011","WOS","http://scholars.cornell.edu/individual/UR-235642","From decades to epochs: Spanning the gap between geodesy and structural geology of active mountain belts","10.1016/j.jsg.2009.08.008","2009"
"Venkatesan, T.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000358580500001","WOS","http://scholars.cornell.edu/individual/UR-433205","Functional ferroelectric tunnel junctions on silicon","10.1038/srep12576","2015"
"Ariando","National University of Singapore","https://www.grid.ac/institutes/grid.4280.e","SINGAPORE","null","null","WOS:000358580500001","WOS","http://scholars.cornell.edu/individual/UR-433205","Functional ferroelectric tunnel junctions on silicon","10.1038/srep12576","2015"
"Venkatesan, T.","National University of Singapore","https://www.grid.ac/institutes/grid.4280.e","SINGAPORE","null","null","WOS:000358580500001","WOS","http://scholars.cornell.edu/individual/UR-433205","Functional ferroelectric tunnel junctions on silicon","10.1038/srep12576","2015"
"Huang, Lisen","National University of Singapore","https://www.grid.ac/institutes/grid.4280.e","SINGAPORE","null","null","WOS:000358580500001","WOS","http://scholars.cornell.edu/individual/UR-433205","Functional ferroelectric tunnel junctions on silicon","10.1038/srep12576","2015"
"Zeng, Shengwei","National University of Singapore","https://www.grid.ac/institutes/grid.4280.e","SINGAPORE","null","null","WOS:000358580500001","WOS","http://scholars.cornell.edu/individual/UR-433205","Functional ferroelectric tunnel junctions on silicon","10.1038/srep12576","2015"
"Schlom, Darrell G.","Kavli Inst Cornell Nanoscale Sci","null","UNITED STATES","NY","null","WOS:000358580500001","WOS","http://scholars.cornell.edu/individual/UR-433205","Functional ferroelectric tunnel junctions on silicon","10.1038/srep12576","2015"
"Chen, Jingsheng","National University of Singapore","https://www.grid.ac/institutes/grid.4280.e","SINGAPORE","null","null","WOS:000358580500001","WOS","http://scholars.cornell.edu/individual/UR-433205","Functional ferroelectric tunnel junctions on silicon","10.1038/srep12576","2015"
"Guo, Rui","National University of Singapore","https://www.grid.ac/institutes/grid.4280.e","SINGAPORE","null","null","WOS:000358580500001","WOS","http://scholars.cornell.edu/individual/UR-433205","Functional ferroelectric tunnel junctions on silicon","10.1038/srep12576","2015"
"Han, Kun","National University of Singapore","https://www.grid.ac/institutes/grid.4280.e","SINGAPORE","null","null","WOS:000358580500001","WOS","http://scholars.cornell.edu/individual/UR-433205","Functional ferroelectric tunnel junctions on silicon","10.1038/srep12576","2015"
"Wang, Zhe","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000358580500001","WOS","http://scholars.cornell.edu/individual/UR-433205","Functional ferroelectric tunnel junctions on silicon","10.1038/srep12576","2015"
"Schlom, Darrell G.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000358580500001","WOS","http://scholars.cornell.edu/individual/UR-433205","Functional ferroelectric tunnel junctions on silicon","10.1038/srep12576","2015"
"Trotter, LE","IBM Res Corp","null","UNITED STATES","NY","null","WOS:000181351400010","WOS","http://scholars.cornell.edu/individual/UR-367912","On the capacitated vehicle routing problem","10.1007/s10107-002-0323-0","2003"
"Pulleyblank, WR","IBM Res Corp","null","UNITED STATES","NY","null","WOS:000181351400010","WOS","http://scholars.cornell.edu/individual/UR-367912","On the capacitated vehicle routing problem","10.1007/s10107-002-0323-0","2003"
"Ralphs, TK","Lehigh University","https://www.grid.ac/institutes/grid.259029.5","UNITED STATES","PA","null","WOS:000181351400010","WOS","http://scholars.cornell.edu/individual/UR-367912","On the capacitated vehicle routing problem","10.1007/s10107-002-0323-0","2003"
"Kopman, L","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000181351400010","WOS","http://scholars.cornell.edu/individual/UR-367912","On the capacitated vehicle routing problem","10.1007/s10107-002-0323-0","2003"
"Lee, Jin-Kyun","Inha University","https://www.grid.ac/institutes/grid.202119.9","SOUTH KOREA","null","null","WOS:000290629900028","WOS","http://scholars.cornell.edu/individual/UR-391511","Orthogonal processing: A new strategy for organic electronics","10.1039/c0sc00612b","2011"
"Lee, Jin-Kyun","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000290629900028","WOS","http://scholars.cornell.edu/individual/UR-391511","Orthogonal processing: A new strategy for organic electronics","10.1039/c0sc00612b","2011"
"Malliaras, George G.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000290629900028","WOS","http://scholars.cornell.edu/individual/UR-391511","Orthogonal processing: A new strategy for organic electronics","10.1039/c0sc00612b","2011"
"Chatzichristidi, Margarita","Univ Athens","null","GREECE","null","null","WOS:000290629900028","WOS","http://scholars.cornell.edu/individual/UR-391511","Orthogonal processing: A new strategy for organic electronics","10.1039/c0sc00612b","2011"
"Zakhidov, Alexander A.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000290629900028","WOS","http://scholars.cornell.edu/individual/UR-391511","Orthogonal processing: A new strategy for organic electronics","10.1039/c0sc00612b","2011"
"Fong, Hon Hang","Shanghai Jiao Tong University","https://www.grid.ac/institutes/grid.16821.3c","CHINA","null","null","WOS:000290629900028","WOS","http://scholars.cornell.edu/individual/UR-391511","Orthogonal processing: A new strategy for organic electronics","10.1039/c0sc00612b","2011"
"DeFranco, John A.","Orthogonal Inc","null","UNITED STATES","NY","null","WOS:000290629900028","WOS","http://scholars.cornell.edu/individual/UR-391511","Orthogonal processing: A new strategy for organic electronics","10.1039/c0sc00612b","2011"
"DeFranco, John A.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000290629900028","WOS","http://scholars.cornell.edu/individual/UR-391511","Orthogonal processing: A new strategy for organic electronics","10.1039/c0sc00612b","2011"
"Fong, Hon Hang","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000290629900028","WOS","http://scholars.cornell.edu/individual/UR-391511","Orthogonal processing: A new strategy for organic electronics","10.1039/c0sc00612b","2011"
"Ober, Christopher K.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000290629900028","WOS","http://scholars.cornell.edu/individual/UR-391511","Orthogonal processing: A new strategy for organic electronics","10.1039/c0sc00612b","2011"
"Taylor, Priscilla G.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000290629900028","WOS","http://scholars.cornell.edu/individual/UR-391511","Orthogonal processing: A new strategy for organic electronics","10.1039/c0sc00612b","2011"
"Afshari, Ehsan","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000285356600002","WOS","http://scholars.cornell.edu/individual/UR-233018","A 10-Gb/s Inductorless Transimpedance Amplifier","10.1109/TCSII.2010.2087971","2010"
"Momeni, Omeed","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000285356600002","WOS","http://scholars.cornell.edu/individual/UR-233018","A 10-Gb/s Inductorless Transimpedance Amplifier","10.1109/TCSII.2010.2087971","2010"
"Hashemi, Hossein","Univ So Calif","null","UNITED STATES","CA","null","WOS:000285356600002","WOS","http://scholars.cornell.edu/individual/UR-233018","A 10-Gb/s Inductorless Transimpedance Amplifier","10.1109/TCSII.2010.2087971","2010"
"Easley, David","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","null","WOS:000286637000011","WOS","http://scholars.cornell.edu/individual/UR-6714","The Microstructure of the Flash Crash: Flow Toxicity, Liquidity Crashes, and the Probability of Informed Trading","10.3905/jpm.2011.37.2.118","2011"
"de Prado, Marcos M. Lopez","Harvard University","https://www.grid.ac/institutes/grid.38142.3c","UNITED STATES","MA","null","WOS:000286637000011","WOS","http://scholars.cornell.edu/individual/UR-6714","The Microstructure of the Flash Crash: Flow Toxicity, Liquidity Crashes, and the Probability of Informed Trading","10.3905/jpm.2011.37.2.118","2011"
"Vitousek, PM","Stanford University","https://www.grid.ac/institutes/grid.168010.e","UNITED STATES","CA","null","WOS:000083846300012","WOS","http://scholars.cornell.edu/individual/UR-276674","Weathering versus atmospheric sources of strontium in ecosystems on young volcanic soils","10.1007/s004420050927","1999"
"Chadwick, OA","University of California, Santa Barbara","https://www.grid.ac/institutes/grid.133342.4","UNITED STATES","CA","null","WOS:000083846300012","WOS","http://scholars.cornell.edu/individual/UR-276674","Weathering versus atmospheric sources of strontium in ecosystems on young volcanic soils","10.1007/s004420050927","1999"
"Kennedy, MJ","University of California Los Angeles","https://www.grid.ac/institutes/grid.19006.3e","UNITED STATES","CA","null","WOS:000083846300012","WOS","http://scholars.cornell.edu/individual/UR-276674","Weathering versus atmospheric sources of strontium in ecosystems on young volcanic soils","10.1007/s004420050927","1999"
"Derry, LA","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","null","WOS:000083846300012","WOS","http://scholars.cornell.edu/individual/UR-276674","Weathering versus atmospheric sources of strontium in ecosystems on young volcanic soils","10.1007/s004420050927","1999"
"Menassa, Rima","Agr & Agri Food Canada","null","CANADA","null","null","WOS:000357449600001","WOS","http://scholars.cornell.edu/individual/UR-431179","Green to red photoconversion of GFP for protein tracking in vivo","10.1038/srep11771","2015"
"Zipfel, Warren R.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000357449600001","WOS","http://scholars.cornell.edu/individual/UR-431179","Green to red photoconversion of GFP for protein tracking in vivo","10.1038/srep11771","2015"
"Saberianfar, Reza","Agr & Agri Food Canada","null","CANADA","null","null","WOS:000357449600001","WOS","http://scholars.cornell.edu/individual/UR-431179","Green to red photoconversion of GFP for protein tracking in vivo","10.1038/srep11771","2015"
"Hanson, Maureen R.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF AGRICULTURE AND LIFE SCIENCES, COLLEGE OF ARTS AND SCIENCES","WOS:000357449600001","WOS","http://scholars.cornell.edu/individual/UR-431179","Green to red photoconversion of GFP for protein tracking in vivo","10.1038/srep11771","2015"
"Sattarzadeh, Amirali","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF AGRICULTURE AND LIFE SCIENCES, COLLEGE OF ARTS AND SCIENCES","WOS:000357449600001","WOS","http://scholars.cornell.edu/individual/UR-431179","Green to red photoconversion of GFP for protein tracking in vivo","10.1038/srep11771","2015"
"Tester, Jefferson W.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000319085500050","WOS","http://scholars.cornell.edu/individual/UR-367138","A practical approach to predict soil temperature variations for geothermal (ground) heat exchangers applications","10.1016/j.ijheatmasstransfer.2013.03.031","2013"
"Ozgener, Onder","Ege University","https://www.grid.ac/institutes/grid.8302.9","TURKEY","null","null","WOS:000319085500050","WOS","http://scholars.cornell.edu/individual/UR-367138","A practical approach to predict soil temperature variations for geothermal (ground) heat exchangers applications","10.1016/j.ijheatmasstransfer.2013.03.031","2013"
"Ozgener, Leyla","Celal Bayar University","https://www.grid.ac/institutes/grid.411688.2","TURKEY","null","null","WOS:000319085500050","WOS","http://scholars.cornell.edu/individual/UR-367138","A practical approach to predict soil temperature variations for geothermal (ground) heat exchangers applications","10.1016/j.ijheatmasstransfer.2013.03.031","2013"
"Kareev, Michael","Univ Arkansas","null","UNITED STATES","AR","null","WOS:000323752900003","WOS","http://scholars.cornell.edu/individual/UR-180625","Visualizing short-range charge transfer at the interfaces between ferromagnetic and superconducting oxides","10.1038/ncomms3336","2013"
"Chien, Te Yu","Argonne Natl Lab","null","UNITED STATES","IL","null","WOS:000323752900003","WOS","http://scholars.cornell.edu/individual/UR-180625","Visualizing short-range charge transfer at the interfaces between ferromagnetic and superconducting oxides","10.1038/ncomms3336","2013"
"Kourkoutis, Lena F.","Kavli Inst Cornell Nanoscale Sci","null","UNITED STATES","NY","null","WOS:000323752900003","WOS","http://scholars.cornell.edu/individual/UR-180625","Visualizing short-range charge transfer at the interfaces between ferromagnetic and superconducting oxides","10.1038/ncomms3336","2013"
"Guisinger, Nathan P.","Argonne Natl Lab","null","UNITED STATES","IL","null","WOS:000323752900003","WOS","http://scholars.cornell.edu/individual/UR-180625","Visualizing short-range charge transfer at the interfaces between ferromagnetic and superconducting oxides","10.1038/ncomms3336","2013"
"Kourkoutis, Lena F.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000323752900003","WOS","http://scholars.cornell.edu/individual/UR-180625","Visualizing short-range charge transfer at the interfaces between ferromagnetic and superconducting oxides","10.1038/ncomms3336","2013"
"Chakhalian, Jak","Univ Arkansas","null","UNITED STATES","AR","null","WOS:000323752900003","WOS","http://scholars.cornell.edu/individual/UR-180625","Visualizing short-range charge transfer at the interfaces between ferromagnetic and superconducting oxides","10.1038/ncomms3336","2013"
"Freeland, John W.","Argonne Natl Lab","null","UNITED STATES","IL","null","WOS:000323752900003","WOS","http://scholars.cornell.edu/individual/UR-180625","Visualizing short-range charge transfer at the interfaces between ferromagnetic and superconducting oxides","10.1038/ncomms3336","2013"
"Muller, David A.","Kavli Inst Cornell Nanoscale Sci","null","UNITED STATES","NY","null","WOS:000323752900003","WOS","http://scholars.cornell.edu/individual/UR-180625","Visualizing short-range charge transfer at the interfaces between ferromagnetic and superconducting oxides","10.1038/ncomms3336","2013"
"Gray, Benjamin","Univ Arkansas","null","UNITED STATES","AR","null","WOS:000323752900003","WOS","http://scholars.cornell.edu/individual/UR-180625","Visualizing short-range charge transfer at the interfaces between ferromagnetic and superconducting oxides","10.1038/ncomms3336","2013"
"Muller, David A.","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ENGINEERING","WOS:000323752900003","WOS","http://scholars.cornell.edu/individual/UR-180625","Visualizing short-range charge transfer at the interfaces between ferromagnetic and superconducting oxides","10.1038/ncomms3336","2013"
"Wang, Deli","Cornell University","https://www.grid.ac/institutes/grid.5386.8","UNITED STATES","NY","COLLEGE OF ARTS AND SCIENCES","WOS:000305662000006","WOS","http://scholars.cornell.edu/individual/UR-7078","Facile Synthesis of Carbon-Supported Pd-Co Core-Shell Nanoparticles as Oxygen Reduction Electrocatalysts and Their Enhanced Activity and Stability with Monolayer Pt Decoration","10.1021/cm203863d","2012"
